Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,METHOD,COMMENT,INSTITUTION,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FE2O3T(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),LI(PPM),BE(PPM),B(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),AS(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),AG(PPM),CD(PPM),SN(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,SR87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,AGE(KA)
2010, [14523] SAMANIEGO P. (2010),samp. PICH 97A3,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"2000 BP EVENT, PLINIAN FALL DEPOSIT",1900,1900,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 35A2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"2000 BP EVENT, PLINIAN FALL DEPOSIT",1900,1900,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 35A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"2000 BP EVENT, PLINIAN FALL DEPOSIT",1900,1900,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 39B1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"2000 BP EVENT, PLINIAN FALL DEPOSIT",1900,1900,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 39B2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"2000 BP EVENT, PLINIAN FALL DEPOSIT",1900,1900,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 36A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 36A2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 34A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 34A2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 34B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78C1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78C2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78E2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78E1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 35C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PF DEPOSIT UNDER THE PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 101C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, PLINIAN FALL DEPOSIT",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 38D,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, BLOCK AND ASH PF",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 38B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, BLOCK AND ASH PF",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 38C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, BLOCK AND ASH PF",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 38A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, BLOCK AND ASH PF",1200,1200,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78B3,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1566-82 AD, PLINIAN FALL DEPOSIT, REFUGIO",400,400,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78B1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1566-82 AD, PLINIAN FALL DEPOSIT, REFUGIO",400,400,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32K,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, PUMICEOUS (FIBROUS) BOMB",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32A2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, PUMICEOUS (FIBROUS) BOMB",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32B1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, DENSE BRECCIA BOMB WITH 2 MAGMAS",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32B2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, DENSE BRECCIA BOMB WITH 2 MAGMAS",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32D1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, DENSE BRECCIA BOMB WITH 2 MAGMAS",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32D2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, DENSE BRECCIA BOMB WITH 2 MAGMAS",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32E,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, BOMB WITH 2 MAGMAS",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32G,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, BOMB WITH 2 MAGMAS",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32H,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, BOMB WITH 2 MAGMAS",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 4A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 4B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD ,PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 4C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 14,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD ,PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 141A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,"1660 AD, ASH & PUMICE PF DEPOSIT, RIO BLANCO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 141A2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,"1660 AD, ASH & PUMICE PF DEPOSIT, RIO BLANCO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 90-1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, A&P PF DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 90-2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, A&P PF DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 90-3,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"1660 AD, A&P PF DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
