Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,METHOD,COMMENT,INSTITUTION,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FE2O3T(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),LI(PPM),BE(PPM),B(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),AS(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),AG(PPM),CD(PPM),SN(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,SR87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,AGE(KA)
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30D,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30E,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 30F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PUMICEOUS LAHAR DEPOSIT, RIO CINTO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 78A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT, REFUGIO",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98A2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98D1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 98D2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, ASH & PUMICE PF DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 72F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 94A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1661 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 69A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH-10-5,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, OCTOBER 5 EXPLOSION",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 89,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, NOVEMBER 29 BLOCK AND ASH PF, RIO CRISTAL",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 125,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"2000 ERUPTION, ACTIVE DOME",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH-10-7,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, OCTOBER 7 EXPLOSION",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 64,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, OCTOBER 5 EXPLOSION",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 96A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, PUMICE FALL, DECEMBER 17 EXPLOSIONS",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH-9-26,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, SEPTEMBER 26 EXPLOSION",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 79A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, NOVEMBER 18 HOT LAHAR IN RIO CRISTAL",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 79B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, NOVEMBER 18 HOT LAHAR IN RIO CRISTAL",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 93,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1999 ERUPTION, DECEMBER, BLOCK AND ASH PF, RIO CRISTAL",100,100,,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139H,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 139B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN DACITE FROM RIO CRISTAL,,,QUATERNARY,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 44D,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN BLAST DEPOSIT,,,QUATERNARY,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 40A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,PLUTONIC ROCK,NOT GIVEN,INCLUSION IN BLOCK AND ASH PF DEPOSIT,,,QUATERNARY,WHOLE ROCK,AES,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 144,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,EL CINTO,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LA ESPERANZA LAVA FLOW,1100000,1100000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512875,0.704125,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 21A,77602-PICH 21A,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,EL CINTO,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,UNGUI LAVA FLOW/DOME,910000,910000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512864,0.704064,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 70B,77593-PICH 70B,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,BRECCIA DEPOSIT,850000,850000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512915,0.704051,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 120,77593-PICH 120,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,LAVA FLOW,650000,650000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5129,0.704057,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 12B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,BLOCK IN QUEBRADA TAYANGO,650000,650000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512902,0.704071,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 51,77593-PICH 51,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,RUCU PICHINCHA,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"LAVA FLOW, EL PEÑON",260000,260000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512867,0.704053,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 135,77594-PICH 135,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,"LAVA FLOW, CANTERA DEL DIABLO",55000,55000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512885,0.704023,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 10,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,THICK LAVA FLOW,52000,52000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512894,0.704055,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 112,77594-PICH 112,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,52000,52000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51287,0.704,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 9C,77594-PICH 9C,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,52000,52000,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512882,0.704065,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 141C,77595-PICH 141C,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512879,0.704036,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 91A1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,PUMICE AND ASH FLOW OR FALL DEPOSIT,10300,10300,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512857,0.704015,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 38D,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,"1200 BP, BLOCK AND ASH PF",1200,1200,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51287,0.703963,,,,
2010, [14523] SAMANIEGO P. (2010),samp. PICH 32K,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA CRISTAL DOMES,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,"1660 AD, PLINIAN FALL DEPOSIT",300,300,,WHOLE ROCK,TIMS,,UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512891,0.704007,,,,
